policy,trial_id,relation_type,criterion,severity,noise,recovery_regret,cost_regret,harm_regret,total_regret,recovered,utility,oracle_utility
oracle,development:403:FD+FW:synergistic:0.25:0.10:0:oracle,synergistic,pi_3,0.25,0.1,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,development:403:FD+FW:synergistic:0.25:0.20:0:qrtc,synergistic,pi_3,0.25,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
random,development:403:FD+FW:synergistic:0.25:0.20:0:random,synergistic,pi_3,0.25,0.2,0.0,0.0,0.0,0.0,True,0.9,0.9
cheapest_first,development:403:FD+FW:synergistic:0.25:0.20:0:cheapest_first,synergistic,pi_3,0.25,0.2,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,development:403:FD+FW:synergistic:0.25:0.20:0:highest_stage_posterior,synergistic,pi_3,0.25,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,development:403:FD+FW:synergistic:0.25:0.20:0:greedy_gain,synergistic,pi_3,0.25,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,development:403:FD+FW:synergistic:0.25:0.20:0:end_to_end,synergistic,pi_3,0.25,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,development:403:FD+FW:synergistic:0.25:0.20:0:oracle,synergistic,pi_3,0.25,0.2,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,development:403:FD+FW:synergistic:0.50:0.00:0:qrtc,synergistic,pi_3,0.5,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
random,development:403:FD+FW:synergistic:0.50:0.00:0:random,synergistic,pi_3,0.5,0.0,0.0,0.0,1.0,1.35,False,-0.45,0.9
cheapest_first,development:403:FD+FW:synergistic:0.50:0.00:0:cheapest_first,synergistic,pi_3,0.5,0.0,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,development:403:FD+FW:synergistic:0.50:0.00:0:highest_stage_posterior,synergistic,pi_3,0.5,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,development:403:FD+FW:synergistic:0.50:0.00:0:greedy_gain,synergistic,pi_3,0.5,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,development:403:FD+FW:synergistic:0.50:0.00:0:end_to_end,synergistic,pi_3,0.5,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,development:403:FD+FW:synergistic:0.50:0.00:0:oracle,synergistic,pi_3,0.5,0.0,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,development:403:FD+FW:synergistic:0.50:0.05:0:qrtc,synergistic,pi_3,0.5,0.05,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
random,development:403:FD+FW:synergistic:0.50:0.05:0:random,synergistic,pi_3,0.5,0.05,0.0,0.0,1.0,1.35,False,-0.45,0.9
cheapest_first,development:403:FD+FW:synergistic:0.50:0.05:0:cheapest_first,synergistic,pi_3,0.5,0.05,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,development:403:FD+FW:synergistic:0.50:0.05:0:highest_stage_posterior,synergistic,pi_3,0.5,0.05,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,development:403:FD+FW:synergistic:0.50:0.05:0:greedy_gain,synergistic,pi_3,0.5,0.05,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,development:403:FD+FW:synergistic:0.50:0.05:0:end_to_end,synergistic,pi_3,0.5,0.05,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,development:403:FD+FW:synergistic:0.50:0.05:0:oracle,synergistic,pi_3,0.5,0.05,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,development:403:FD+FW:synergistic:0.50:0.10:0:qrtc,synergistic,pi_3,0.5,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
random,development:403:FD+FW:synergistic:0.50:0.10:0:random,synergistic,pi_3,0.5,0.1,0.0,0.0,0.0,0.0,True,0.9,0.9
cheapest_first,development:403:FD+FW:synergistic:0.50:0.10:0:cheapest_first,synergistic,pi_3,0.5,0.1,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,development:403:FD+FW:synergistic:0.50:0.10:0:highest_stage_posterior,synergistic,pi_3,0.5,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,development:403:FD+FW:synergistic:0.50:0.10:0:greedy_gain,synergistic,pi_3,0.5,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,development:403:FD+FW:synergistic:0.50:0.10:0:end_to_end,synergistic,pi_3,0.5,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,development:403:FD+FW:synergistic:0.50:0.10:0:oracle,synergistic,pi_3,0.5,0.1,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,development:403:FD+FW:synergistic:0.50:0.20:0:qrtc,synergistic,pi_3,0.5,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
random,development:403:FD+FW:synergistic:0.50:0.20:0:random,synergistic,pi_3,0.5,0.2,0.0,0.0,1.0,1.2,False,-0.3,0.9
cheapest_first,development:403:FD+FW:synergistic:0.50:0.20:0:cheapest_first,synergistic,pi_3,0.5,0.2,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,development:403:FD+FW:synergistic:0.50:0.20:0:highest_stage_posterior,synergistic,pi_3,0.5,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,development:403:FD+FW:synergistic:0.50:0.20:0:greedy_gain,synergistic,pi_3,0.5,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,development:403:FD+FW:synergistic:0.50:0.20:0:end_to_end,synergistic,pi_3,0.5,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,development:403:FD+FW:synergistic:0.50:0.20:0:oracle,synergistic,pi_3,0.5,0.2,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,development:403:FD+FW:synergistic:0.75:0.00:0:qrtc,synergistic,pi_3,0.75,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
random,development:403:FD+FW:synergistic:0.75:0.00:0:random,synergistic,pi_3,0.75,0.0,0.0,0.0,1.0,1.35,False,-0.45,0.9
cheapest_first,development:403:FD+FW:synergistic:0.75:0.00:0:cheapest_first,synergistic,pi_3,0.75,0.0,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,development:403:FD+FW:synergistic:0.75:0.00:0:highest_stage_posterior,synergistic,pi_3,0.75,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,development:403:FD+FW:synergistic:0.75:0.00:0:greedy_gain,synergistic,pi_3,0.75,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,development:403:FD+FW:synergistic:0.75:0.00:0:end_to_end,synergistic,pi_3,0.75,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,development:403:FD+FW:synergistic:0.75:0.00:0:oracle,synergistic,pi_3,0.75,0.0,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,development:403:FD+FW:synergistic:0.75:0.05:0:qrtc,synergistic,pi_3,0.75,0.05,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
random,development:403:FD+FW:synergistic:0.75:0.05:0:random,synergistic,pi_3,0.75,0.05,0.0,0.0,1.0,1.2,False,-0.3,0.9
cheapest_first,development:403:FD+FW:synergistic:0.75:0.05:0:cheapest_first,synergistic,pi_3,0.75,0.05,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,development:403:FD+FW:synergistic:0.75:0.05:0:highest_stage_posterior,synergistic,pi_3,0.75,0.05,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,development:403:FD+FW:synergistic:0.75:0.05:0:greedy_gain,synergistic,pi_3,0.75,0.05,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,development:403:FD+FW:synergistic:0.75:0.05:0:end_to_end,synergistic,pi_3,0.75,0.05,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,development:403:FD+FW:synergistic:0.75:0.05:0:oracle,synergistic,pi_3,0.75,0.05,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,development:403:FD+FW:synergistic:0.75:0.10:0:qrtc,synergistic,pi_3,0.75,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
random,development:403:FD+FW:synergistic:0.75:0.10:0:random,synergistic,pi_3,0.75,0.1,0.0,0.0,1.0,1.2,False,-0.3,0.9
cheapest_first,development:403:FD+FW:synergistic:0.75:0.10:0:cheapest_first,synergistic,pi_3,0.75,0.1,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,development:403:FD+FW:synergistic:0.75:0.10:0:highest_stage_posterior,synergistic,pi_3,0.75,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,development:403:FD+FW:synergistic:0.75:0.10:0:greedy_gain,synergistic,pi_3,0.75,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,development:403:FD+FW:synergistic:0.75:0.10:0:end_to_end,synergistic,pi_3,0.75,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,development:403:FD+FW:synergistic:0.75:0.10:0:oracle,synergistic,pi_3,0.75,0.1,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,development:403:FD+FW:synergistic:0.75:0.20:0:qrtc,synergistic,pi_3,0.75,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
random,development:403:FD+FW:synergistic:0.75:0.20:0:random,synergistic,pi_3,0.75,0.2,0.0,0.0,1.0,1.4,False,-0.5,0.9
cheapest_first,development:403:FD+FW:synergistic:0.75:0.20:0:cheapest_first,synergistic,pi_3,0.75,0.2,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,development:403:FD+FW:synergistic:0.75:0.20:0:highest_stage_posterior,synergistic,pi_3,0.75,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,development:403:FD+FW:synergistic:0.75:0.20:0:greedy_gain,synergistic,pi_3,0.75,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,development:403:FD+FW:synergistic:0.75:0.20:0:end_to_end,synergistic,pi_3,0.75,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,development:403:FD+FW:synergistic:0.75:0.20:0:oracle,synergistic,pi_3,0.75,0.2,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,development:403:FD+FW:synergistic:1.00:0.00:0:qrtc,synergistic,pi_3,1.0,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
random,development:403:FD+FW:synergistic:1.00:0.00:0:random,synergistic,pi_3,1.0,0.0,0.0,0.0,1.0,1.35,False,-0.45,0.9
cheapest_first,development:403:FD+FW:synergistic:1.00:0.00:0:cheapest_first,synergistic,pi_3,1.0,0.0,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,development:403:FD+FW:synergistic:1.00:0.00:0:highest_stage_posterior,synergistic,pi_3,1.0,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,development:403:FD+FW:synergistic:1.00:0.00:0:greedy_gain,synergistic,pi_3,1.0,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,development:403:FD+FW:synergistic:1.00:0.00:0:end_to_end,synergistic,pi_3,1.0,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,development:403:FD+FW:synergistic:1.00:0.00:0:oracle,synergistic,pi_3,1.0,0.0,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,development:403:FD+FW:synergistic:1.00:0.05:0:qrtc,synergistic,pi_3,1.0,0.05,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
random,development:403:FD+FW:synergistic:1.00:0.05:0:random,synergistic,pi_3,1.0,0.05,0.0,0.0,0.0,0.0,True,0.9,0.9
cheapest_first,development:403:FD+FW:synergistic:1.00:0.05:0:cheapest_first,synergistic,pi_3,1.0,0.05,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,development:403:FD+FW:synergistic:1.00:0.05:0:highest_stage_posterior,synergistic,pi_3,1.0,0.05,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,development:403:FD+FW:synergistic:1.00:0.05:0:greedy_gain,synergistic,pi_3,1.0,0.05,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,development:403:FD+FW:synergistic:1.00:0.05:0:end_to_end,synergistic,pi_3,1.0,0.05,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,development:403:FD+FW:synergistic:1.00:0.05:0:oracle,synergistic,pi_3,1.0,0.05,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,development:403:FD+FW:synergistic:1.00:0.10:0:qrtc,synergistic,pi_3,1.0,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
random,development:403:FD+FW:synergistic:1.00:0.10:0:random,synergistic,pi_3,1.0,0.1,0.0,0.0,1.0,1.35,False,-0.45,0.9
cheapest_first,development:403:FD+FW:synergistic:1.00:0.10:0:cheapest_first,synergistic,pi_3,1.0,0.1,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,development:403:FD+FW:synergistic:1.00:0.10:0:highest_stage_posterior,synergistic,pi_3,1.0,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,development:403:FD+FW:synergistic:1.00:0.10:0:greedy_gain,synergistic,pi_3,1.0,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,development:403:FD+FW:synergistic:1.00:0.10:0:end_to_end,synergistic,pi_3,1.0,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,development:403:FD+FW:synergistic:1.00:0.10:0:oracle,synergistic,pi_3,1.0,0.1,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,development:403:FD+FW:synergistic:1.00:0.20:0:qrtc,synergistic,pi_3,1.0,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
random,development:403:FD+FW:synergistic:1.00:0.20:0:random,synergistic,pi_3,1.0,0.2,0.0,0.0,1.0,1.4,False,-0.5,0.9
cheapest_first,development:403:FD+FW:synergistic:1.00:0.20:0:cheapest_first,synergistic,pi_3,1.0,0.2,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,development:403:FD+FW:synergistic:1.00:0.20:0:highest_stage_posterior,synergistic,pi_3,1.0,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,development:403:FD+FW:synergistic:1.00:0.20:0:greedy_gain,synergistic,pi_3,1.0,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,development:403:FD+FW:synergistic:1.00:0.20:0:end_to_end,synergistic,pi_3,1.0,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,development:403:FD+FW:synergistic:1.00:0.20:0:oracle,synergistic,pi_3,1.0,0.2,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,development:403:FB+FR:strict_masking:0.25:0.00:0:qrtc,strict_masking,pi_2,0.25,0.0,0.0,0.0,0.0,0.0,True,0.6,0.6
random,development:403:FB+FR:strict_masking:0.25:0.00:0:random,strict_masking,pi_2,0.25,0.0,0.0,0.0,1.0,1.05,False,-0.45,0.6
cheapest_first,development:403:FB+FR:strict_masking:0.25:0.00:0:cheapest_first,strict_masking,pi_2,0.25,0.0,0.0,0.0,1.0,0.8999999999999999,False,-0.3,0.6
highest_stage_posterior,development:403:FB+FR:strict_masking:0.25:0.00:0:highest_stage_posterior,strict_masking,pi_2,0.25,0.0,0.0,0.0,1.0,1.05,False,-0.45,0.6
greedy_gain,development:403:FB+FR:strict_masking:0.25:0.00:0:greedy_gain,strict_masking,pi_2,0.25,0.0,0.0,0.0,0.0,0.0,True,0.6,0.6
end_to_end,development:403:FB+FR:strict_masking:0.25:0.00:0:end_to_end,strict_masking,pi_2,0.25,0.0,0.0,0.0,1.0,1.05,False,-0.45,0.6
oracle,development:403:FB+FR:strict_masking:0.25:0.00:0:oracle,strict_masking,pi_2,0.25,0.0,0.0,0.0,0.0,0.0,True,0.6,0.6
qrtc,development:403:FB+FR:strict_masking:0.25:0.05:0:qrtc,strict_masking,pi_2,0.25,0.05,0.0,0.0,0.0,0.0,True,0.6,0.6
random,development:403:FB+FR:strict_masking:0.25:0.05:0:random,strict_masking,pi_2,0.25,0.05,0.0,0.0,1.0,1.05,False,-0.45,0.6
cheapest_first,development:403:FB+FR:strict_masking:0.25:0.05:0:cheapest_first,strict_masking,pi_2,0.25,0.05,0.0,0.0,1.0,0.8999999999999999,False,-0.3,0.6
highest_stage_posterior,development:403:FB+FR:strict_masking:0.25:0.05:0:highest_stage_posterior,strict_masking,pi_2,0.25,0.05,0.0,0.0,1.0,1.05,False,-0.45,0.6
greedy_gain,development:403:FB+FR:strict_masking:0.25:0.05:0:greedy_gain,strict_masking,pi_2,0.25,0.05,0.0,0.0,0.0,0.0,True,0.6,0.6
end_to_end,development:403:FB+FR:strict_masking:0.25:0.05:0:end_to_end,strict_masking,pi_2,0.25,0.05,0.0,0.0,1.0,1.05,False,-0.45,0.6
oracle,development:403:FB+FR:strict_masking:0.25:0.05:0:oracle,strict_masking,pi_2,0.25,0.05,0.0,0.0,0.0,0.0,True,0.6,0.6
qrtc,development:403:FB+FR:strict_masking:0.25:0.10:0:qrtc,strict_masking,pi_2,0.25,0.1,0.0,0.0,0.0,0.0,True,0.6,0.6
random,development:403:FB+FR:strict_masking:0.25:0.10:0:random,strict_masking,pi_2,0.25,0.1,0.0,0.0,1.0,0.8999999999999999,False,-0.3,0.6
cheapest_first,development:403:FB+FR:strict_masking:0.25:0.10:0:cheapest_first,strict_masking,pi_2,0.25,0.1,0.0,0.0,1.0,0.8999999999999999,False,-0.3,0.6
highest_stage_posterior,development:403:FB+FR:strict_masking:0.25:0.10:0:highest_stage_posterior,strict_masking,pi_2,0.25,0.1,0.0,0.0,1.0,1.05,False,-0.45,0.6
greedy_gain,development:403:FB+FR:strict_masking:0.25:0.10:0:greedy_gain,strict_masking,pi_2,0.25,0.1,0.0,0.0,0.0,0.0,True,0.6,0.6
end_to_end,development:403:FB+FR:strict_masking:0.25:0.10:0:end_to_end,strict_masking,pi_2,0.25,0.1,0.0,0.0,1.0,1.05,False,-0.45,0.6
oracle,development:403:FB+FR:strict_masking:0.25:0.10:0:oracle,strict_masking,pi_2,0.25,0.1,0.0,0.0,0.0,0.0,True,0.6,0.6
qrtc,development:403:FB+FR:strict_masking:0.25:0.20:0:qrtc,strict_masking,pi_2,0.25,0.2,0.0,0.0,0.0,0.0,True,0.6,0.6
random,development:403:FB+FR:strict_masking:0.25:0.20:0:random,strict_masking,pi_2,0.25,0.2,0.0,0.0,1.0,0.95,False,-0.35,0.6
cheapest_first,development:403:FB+FR:strict_masking:0.25:0.20:0:cheapest_first,strict_masking,pi_2,0.25,0.2,0.0,0.0,1.0,0.8999999999999999,False,-0.3,0.6
highest_stage_posterior,development:403:FB+FR:strict_masking:0.25:0.20:0:highest_stage_posterior,strict_masking,pi_2,0.25,0.2,0.0,0.0,1.0,1.05,False,-0.45,0.6
greedy_gain,development:403:FB+FR:strict_masking:0.25:0.20:0:greedy_gain,strict_masking,pi_2,0.25,0.2,0.0,0.0,0.0,0.0,True,0.6,0.6
end_to_end,development:403:FB+FR:strict_masking:0.25:0.20:0:end_to_end,strict_masking,pi_2,0.25,0.2,0.0,0.0,1.0,1.05,False,-0.45,0.6
oracle,development:403:FB+FR:strict_masking:0.25:0.20:0:oracle,strict_masking,pi_2,0.25,0.2,0.0,0.0,0.0,0.0,True,0.6,0.6
qrtc,development:403:FB+FR:strict_masking:0.50:0.00:0:qrtc,strict_masking,pi_2,0.5,0.0,0.0,0.0,0.0,0.0,True,0.6,0.6
random,development:403:FB+FR:strict_masking:0.50:0.00:0:random,strict_masking,pi_2,0.5,0.0,0.0,0.0,1.0,1.05,False,-0.45,0.6
cheapest_first,development:403:FB+FR:strict_masking:0.50:0.00:0:cheapest_first,strict_masking,pi_2,0.5,0.0,0.0,0.0,1.0,0.8999999999999999,False,-0.3,0.6
highest_stage_posterior,development:403:FB+FR:strict_masking:0.50:0.00:0:highest_stage_posterior,strict_masking,pi_2,0.5,0.0,0.0,0.0,1.0,1.05,False,-0.45,0.6
greedy_gain,development:403:FB+FR:strict_masking:0.50:0.00:0:greedy_gain,strict_masking,pi_2,0.5,0.0,0.0,0.0,0.0,0.0,True,0.6,0.6
end_to_end,development:403:FB+FR:strict_masking:0.50:0.00:0:end_to_end,strict_masking,pi_2,0.5,0.0,0.0,0.0,1.0,1.05,False,-0.45,0.6
oracle,development:403:FB+FR:strict_masking:0.50:0.00:0:oracle,strict_masking,pi_2,0.5,0.0,0.0,0.0,0.0,0.0,True,0.6,0.6
qrtc,development:403:FB+FR:strict_masking:0.50:0.05:0:qrtc,strict_masking,pi_2,0.5,0.05,0.0,0.0,0.0,0.0,True,0.6,0.6
random,development:403:FB+FR:strict_masking:0.50:0.05:0:random,strict_masking,pi_2,0.5,0.05,0.0,0.0,1.0,1.05,False,-0.45,0.6
cheapest_first,development:403:FB+FR:strict_masking:0.50:0.05:0:cheapest_first,strict_masking,pi_2,0.5,0.05,0.0,0.0,1.0,0.8999999999999999,False,-0.3,0.6
highest_stage_posterior,development:403:FB+FR:strict_masking:0.50:0.05:0:highest_stage_posterior,strict_masking,pi_2,0.5,0.05,0.0,0.0,1.0,1.05,False,-0.45,0.6
greedy_gain,development:403:FB+FR:strict_masking:0.50:0.05:0:greedy_gain,strict_masking,pi_2,0.5,0.05,0.0,0.0,0.0,0.0,True,0.6,0.6
end_to_end,development:403:FB+FR:strict_masking:0.50:0.05:0:end_to_end,strict_masking,pi_2,0.5,0.05,0.0,0.0,1.0,1.05,False,-0.45,0.6
oracle,development:403:FB+FR:strict_masking:0.50:0.05:0:oracle,strict_masking,pi_2,0.5,0.05,0.0,0.0,0.0,0.0,True,0.6,0.6
qrtc,development:403:FB+FR:strict_masking:0.50:0.10:0:qrtc,strict_masking,pi_2,0.5,0.1,0.0,0.0,0.0,0.0,True,0.6,0.6
random,development:403:FB+FR:strict_masking:0.50:0.10:0:random,strict_masking,pi_2,0.5,0.1,0.0,0.0,1.0,0.95,False,-0.35,0.6
cheapest_first,development:403:FB+FR:strict_masking:0.50:0.10:0:cheapest_first,strict_masking,pi_2,0.5,0.1,0.0,0.0,1.0,0.8999999999999999,False,-0.3,0.6
highest_stage_posterior,development:403:FB+FR:strict_masking:0.50:0.10:0:highest_stage_posterior,strict_masking,pi_2,0.5,0.1,0.0,0.0,1.0,1.05,False,-0.45,0.6
greedy_gain,development:403:FB+FR:strict_masking:0.50:0.10:0:greedy_gain,strict_masking,pi_2,0.5,0.1,0.0,0.0,0.0,0.0,True,0.6,0.6
end_to_end,development:403:FB+FR:strict_masking:0.50:0.10:0:end_to_end,strict_masking,pi_2,0.5,0.1,0.0,0.0,1.0,1.05,False,-0.45,0.6
oracle,development:403:FB+FR:strict_masking:0.50:0.10:0:oracle,strict_masking,pi_2,0.5,0.1,0.0,0.0,0.0,0.0,True,0.6,0.6
qrtc,development:403:FB+FR:strict_masking:0.50:0.20:0:qrtc,strict_masking,pi_2,0.5,0.2,0.0,0.0,0.0,0.0,True,0.6,0.6
random,development:403:FB+FR:strict_masking:0.50:0.20:0:random,strict_masking,pi_2,0.5,0.2,0.0,0.0,1.0,0.8999999999999999,False,-0.3,0.6
cheapest_first,development:403:FB+FR:strict_masking:0.50:0.20:0:cheapest_first,strict_masking,pi_2,0.5,0.2,0.0,0.0,1.0,0.8999999999999999,False,-0.3,0.6
highest_stage_posterior,development:403:FB+FR:strict_masking:0.50:0.20:0:highest_stage_posterior,strict_masking,pi_2,0.5,0.2,0.0,0.0,1.0,1.05,False,-0.45,0.6
greedy_gain,development:403:FB+FR:strict_masking:0.50:0.20:0:greedy_gain,strict_masking,pi_2,0.5,0.2,0.0,0.0,0.0,0.0,True,0.6,0.6
end_to_end,development:403:FB+FR:strict_masking:0.50:0.20:0:end_to_end,strict_masking,pi_2,0.5,0.2,0.0,0.0,1.0,1.05,False,-0.45,0.6
oracle,development:403:FB+FR:strict_masking:0.50:0.20:0:oracle,strict_masking,pi_2,0.5,0.2,0.0,0.0,0.0,0.0,True,0.6,0.6
qrtc,development:403:FB+FR:strict_masking:0.75:0.00:0:qrtc,strict_masking,pi_2,0.75,0.0,0.0,0.0,0.0,0.0,True,0.6,0.6
random,development:403:FB+FR:strict_masking:0.75:0.00:0:random,strict_masking,pi_2,0.75,0.0,0.0,0.0,1.0,1.05,False,-0.45,0.6
cheapest_first,development:403:FB+FR:strict_masking:0.75:0.00:0:cheapest_first,strict_masking,pi_2,0.75,0.0,0.0,0.0,1.0,0.8999999999999999,False,-0.3,0.6
highest_stage_posterior,development:403:FB+FR:strict_masking:0.75:0.00:0:highest_stage_posterior,strict_masking,pi_2,0.75,0.0,0.0,0.0,1.0,1.05,False,-0.45,0.6
greedy_gain,development:403:FB+FR:strict_masking:0.75:0.00:0:greedy_gain,strict_masking,pi_2,0.75,0.0,0.0,0.0,0.0,0.0,True,0.6,0.6
end_to_end,development:403:FB+FR:strict_masking:0.75:0.00:0:end_to_end,strict_masking,pi_2,0.75,0.0,0.0,0.0,1.0,1.05,False,-0.45,0.6
oracle,development:403:FB+FR:strict_masking:0.75:0.00:0:oracle,strict_masking,pi_2,0.75,0.0,0.0,0.0,0.0,0.0,True,0.6,0.6
qrtc,development:403:FB+FR:strict_masking:0.75:0.05:0:qrtc,strict_masking,pi_2,0.75,0.05,0.0,0.0,0.0,0.0,True,0.6,0.6
random,development:403:FB+FR:strict_masking:0.75:0.05:0:random,strict_masking,pi_2,0.75,0.05,0.0,0.0,1.0,0.8999999999999999,False,-0.3,0.6
cheapest_first,development:403:FB+FR:strict_masking:0.75:0.05:0:cheapest_first,strict_masking,pi_2,0.75,0.05,0.0,0.0,1.0,0.8999999999999999,False,-0.3,0.6
highest_stage_posterior,development:403:FB+FR:strict_masking:0.75:0.05:0:highest_stage_posterior,strict_masking,pi_2,0.75,0.05,0.0,0.0,1.0,1.05,False,-0.45,0.6
greedy_gain,development:403:FB+FR:strict_masking:0.75:0.05:0:greedy_gain,strict_masking,pi_2,0.75,0.05,0.0,0.0,0.0,0.0,True,0.6,0.6
end_to_end,development:403:FB+FR:strict_masking:0.75:0.05:0:end_to_end,strict_masking,pi_2,0.75,0.05,0.0,0.0,1.0,1.05,False,-0.45,0.6
oracle,development:403:FB+FR:strict_masking:0.75:0.05:0:oracle,strict_masking,pi_2,0.75,0.05,0.0,0.0,0.0,0.0,True,0.6,0.6
qrtc,development:403:FB+FR:strict_masking:0.75:0.10:0:qrtc,strict_masking,pi_2,0.75,0.1,0.0,0.0,0.0,0.0,True,0.6,0.6
random,development:403:FB+FR:strict_masking:0.75:0.10:0:random,strict_masking,pi_2,0.75,0.1,0.0,0.0,1.0,0.8999999999999999,False,-0.3,0.6
cheapest_first,development:403:FB+FR:strict_masking:0.75:0.10:0:cheapest_first,strict_masking,pi_2,0.75,0.1,0.0,0.0,1.0,0.8999999999999999,False,-0.3,0.6
